image_name,tags
train_24384,agriculture cultivation partly_cloudy primary
train_24385,agriculture clear habitation primary road
train_24386,agriculture clear cultivation primary water
train_24387,partly_cloudy primary
train_24388,partly_cloudy primary
train_24389,clear primary
train_24390,cloudy
train_24391,agriculture clear habitation road
train_24392,clear primary
train_24393,clear primary
train_24394,agriculture clear primary
train_24395,agriculture cultivation partly_cloudy primary road
train_24396,cloudy
train_24397,blooming clear primary
train_24398,clear primary water
train_24399,partly_cloudy primary
train_24400,clear habitation primary road water
train_24401,clear primary
train_24402,clear primary
train_24403,clear primary
train_24404,partly_cloudy primary
train_24405,clear primary water
train_24406,agriculture clear habitation primary road
train_24407,clear cultivation primary
train_24408,clear primary
train_24409,blooming clear primary
train_24410,clear primary
train_24411,partly_cloudy primary water
train_24412,clear primary water
train_24413,clear cultivation primary
train_24414,clear primary
train_24415,clear primary road water
train_24416,clear primary
train_24417,haze primary
train_24418,clear primary
train_24419,clear primary
train_24420,partly_cloudy primary
train_24421,clear primary
train_24422,clear primary
train_24423,agriculture clear primary road
train_24424,agriculture bare_ground clear primary road
train_24425,partly_cloudy primary
train_24426,clear primary
train_24427,agriculture clear habitation primary road
train_24428,partly_cloudy primary water
train_24429,clear primary water
train_24430,agriculture clear cultivation primary road water
train_24431,agriculture clear primary road
train_24432,agriculture clear cultivation primary
train_24433,partly_cloudy primary water
train_24434,agriculture clear primary road
train_24435,clear primary
train_24436,clear primary
train_24437,agriculture habitation haze primary road
train_24438,agriculture haze primary water
train_24439,blooming clear primary water
train_24440,partly_cloudy primary
train_24441,clear primary
train_24442,partly_cloudy primary
train_24443,cloudy
train_24444,clear primary
train_24445,clear primary
train_24446,agriculture bare_ground clear primary
train_24447,agriculture partly_cloudy primary water
train_24448,water
train_24449,clear primary
train_24450,clear primary
train_24451,agriculture clear cultivation primary road
train_24452,clear primary
train_24453,cloudy
train_24454,clear primary
train_24455,agriculture clear habitation primary
train_24456,clear primary
train_24457,partly_cloudy primary water
train_24458,clear primary
train_24459,clear primary
train_24460,agriculture partly_cloudy primary water
train_24461,clear primary
train_24462,agriculture clear primary road
train_24463,clear primary
train_24464,clear primary selective_logging
train_24465,clear primary
train_24466,agriculture partly_cloudy primary
train_24467,clear primary
train_24468,clear primary road
train_24469,haze primary
train_24470,partly_cloudy primary
train_24471,clear primary
train_24472,cloudy
train_24473,haze primary water
train_24474,partly_cloudy primary
train_24475,agriculture clear primary water
train_24476,blooming clear primary
train_24477,agriculture clear primary road
train_24478,clear primary water
train_24479,clear primary
train_24480,agriculture haze primary
train_24481,clear primary
train_24482,agriculture clear cultivation primary road
train_24483,clear primary road selective_logging
train_24484,clear cultivation primary
train_24485,clear cultivation primary
train_24486,agriculture clear road
train_24487,clear primary
train_24488,clear primary
train_24489,clear primary
train_24490,cloudy
train_24491,haze primary water
train_24492,clear primary
train_24493,agriculture cultivation partly_cloudy primary
train_24494,agriculture partly_cloudy primary road water
train_24495,clear primary
train_24496,clear primary
train_24497,clear primary
train_24498,clear primary
train_24499,partly_cloudy primary
train_24500,partly_cloudy primary
train_24501,agriculture cultivation partly_cloudy primary
train_24502,clear cultivation primary
train_24503,clear primary
train_24504,clear cultivation primary water
train_24505,clear primary
train_24506,partly_cloudy primary
train_24507,partly_cloudy primary
train_24508,agriculture haze primary
train_24509,clear primary
train_24510,agriculture clear primary water
train_24511,partly_cloudy primary
train_24512,clear primary
train_24513,clear primary
train_24514,clear primary
train_24515,clear primary water
train_24516,agriculture clear habitation primary road
train_24517,agriculture clear primary water
train_24518,agriculture clear primary
train_24519,agriculture cultivation partly_cloudy primary road
train_24520,clear primary
train_24521,cloudy
train_24522,clear primary
train_24523,agriculture cultivation partly_cloudy primary water
train_24524,clear primary
train_24525,clear primary
train_24526,haze primary
train_24527,clear primary
train_24528,clear primary
train_24529,agriculture clear primary road
train_24530,clear primary
train_24531,clear primary
train_24532,agriculture clear cultivation primary
train_24533,agriculture clear primary
train_24534,partly_cloudy primary
train_24535,clear primary water
train_24536,clear cultivation primary
train_24537,clear primary water
train_24538,partly_cloudy primary water
train_24539,partly_cloudy primary
train_24540,clear primary
train_24541,partly_cloudy primary
train_24542,haze primary
train_24543,clear primary
train_24544,artisinal_mine clear primary water
train_24545,agriculture clear primary
train_24546,agriculture clear primary
train_24547,clear primary
train_24548,agriculture clear primary road
train_24549,clear primary
train_24550,partly_cloudy primary
train_24551,agriculture clear habitation primary
train_24552,agriculture clear primary road water
train_24553,clear primary
train_24554,agriculture haze road
train_24555,agriculture clear primary road
train_24556,agriculture clear primary road water
train_24557,clear primary road water
train_24558,clear primary
train_24559,partly_cloudy primary
train_24560,cloudy
train_24561,agriculture clear habitation primary road water
train_24562,agriculture habitation partly_cloudy primary road
train_24563,clear primary
train_24564,clear primary
train_24565,partly_cloudy primary
train_24566,agriculture clear habitation primary road
train_24567,agriculture clear cultivation habitation primary road
train_24568,clear cultivation primary road selective_logging
train_24569,cloudy
train_24570,partly_cloudy primary
train_24571,clear primary
train_24572,agriculture haze primary
train_24573,clear primary
train_24574,agriculture clear primary road
train_24575,agriculture clear primary
train_24576,clear primary
train_24577,clear habitation primary water
train_24578,habitation partly_cloudy primary water
train_24579,partly_cloudy primary
train_24580,clear primary
train_24581,clear primary water
train_24582,clear primary
train_24583,agriculture clear habitation primary road
train_24584,clear primary
train_24585,clear primary
train_24586,haze primary
train_24587,clear primary
train_24588,agriculture clear primary road
train_24589,clear primary
train_24590,clear primary
train_24591,agriculture clear cultivation primary
train_24592,clear primary selective_logging
train_24593,clear primary road water
train_24594,clear primary
train_24595,clear primary
train_24596,haze primary
train_24597,agriculture clear habitation primary
train_24598,agriculture clear cultivation primary
train_24599,clear primary
train_24600,clear primary
train_24601,agriculture partly_cloudy primary road
train_24602,partly_cloudy primary
train_24603,agriculture haze primary water
train_24604,clear primary
train_24605,partly_cloudy primary
train_24606,agriculture partly_cloudy primary road
